File_id,Word,Tag
105,PowerPoint,O
105,Proficient,O
105,in,O
105,Excel,O
105,Pivot,O
105,Tables,O
105,VLOOKUP,O
105,Macro,O
105,creation,O
105,and,O
105,basic,O
105,VBA,O
105,.,O
105,Proficient,O
105,in,O
105,written,O
105,and,O
105,spoken,O
105,Mandarin,O
105,and,O
105,English,O
105,Strong,O
105,understanding,O
105,of,O
105,Macroeconomics,O
105,and,O
105,public,O
105,speaking,O
105,skills,O
105,allowed,O
105,me,O
105,to,O
105,take,O
105,up,O
105,position,O
105,of,O
105,PAL,O
105,leader,O
105,in,O
105,university,O
105,Equity,O
105,valuation,O
105,(,O
105,Fundamental,O
105,analysis,O
105,),O
105,Exchange,O
105,Rate,O
105,Forecasting,O
105,Professional,O
105,Experience,O
105,Bank,O
105,of,O
105,America,O
105,Merrill,O
105,Lynch,O
105,Operation,O
105,Analyst,O
105,(,O
105,Payments,O
105,and,O
105,receipts,O
105,Clearing,O
105,team,O
105,),O
105,Jan,O
105,2016-Present,O
105,My,O
105,job,O
105,scope,O
105,consists,O
105,of,O
105,time,O
105,sensitive,O
105,BAU,O
105,tasks,O
105,which,O
105,require,O
105,close,O
105,collaboration,O
105,and,O
105,coordination,O
105,with,O
105,members,O
105,of,O
105,different,O
105,local,O
105,and,O
105,overseas,O
105,teams,O
105,.,O
105,I,O
105,had,O
105,in,O
105,-,O
105,depth,O
105,expertise,O
105,in,O
105,the,O
105,following,O
105,areas,O
105,.,O
105,In,O
105,depth,O
105,working,O
105,knowledge,O
105,of,O
105,outward,O
105,and,O
105,inward,O
105,cheque,O
105,clearing,O
105,cycles,O
105,and,O
105,processes,O
105,.,O
105,This,O
105,includes,O
105,cut,O
105,-,O
105,off,O
105,timings,O
105,e,O
105,-,O
105,vouchers,O
105,direct,O
105,marks,O
105,etc,O
105,.,O
105,Main,O
105,controller,O
105,of,O
105,out,O
105,-,O
105,clearing,O
105,commercial,O
105,cheques,O
105,lockbox,O
105,cheques,O
105,.,O
105,Involved,O
105,in,O
105,processing,O
105,of,O
105,settlement,O
105,letters,O
105,cash,O
105,letters,O
105,house,O
105,cheques,O
105,DDA,O
105,setup,O
105,verification,O
105,and,O
105,cancellation,O
105,etc,O
105,.,O
105,Generation,O
105,of,O
105,daily,O
105,reports,O
105,for,O
105,balancing,O
105,of,O
105,chequing,O
105,amounts,O
105,and,O
105,volumes,O
105,Daily,O
105,posting,O
105,of,O
105,accounting,O
105,entries,O
105,into,O
105,internal,O
105,accounting,O
105,system,O
105,Daily,O
105,processing,O
105,through,O
105,cheques,O
105,clearing,O
105,systems,O
105,(,O
105,FECTS,O
105,BECTS,O
105,CashPro,O
105,),O
105,Shortened,O
105,time,O
105,required,O
105,for,O
105,cheque,O
105,retrieval,O
105,process,O
105,via,O
105,FECTS,O
105,and,O
105,CITS,O
105,to,O
105,assist,O
105,clients,O
105,and,O
105,internal,O
105,teams,O
105,Familiar,O
105,with,O
105,the,O
105,CTS,O
105,by,O
105,-,O
105,laws,O
105,Cheque,O
105,21,O
105,remote,O
105,deposits,O
105,SOX,O
105,and,O
105,OFAC,O
105,legislation,O
105,etc,O
105,Created,O
105,a,O
105,macro,O
105,excel,O
105,worksheet,O
105,to,O
105,facilitate,O
105,daily,O
105,balancing,O
105,of,O
105,cheque,O
105,amounts,O
105,(,O
105,in,O
105,case,O
105,of,O
105,outages,O
105,),O
105,which,O
105,includes,O
105,detailed,O
105,explanation,O
105,on,O
105,how,O
105,to,O
105,trace,O
105,them,O
105,.,O
105,Incorporation,O
105,of,O
105,risk,O
105,management,O
105,in,O
105,every,O
105,aspect,O
105,of,O
105,my,O
105,work,O
105,and,O
105,introducing,O
105,changes,O
105,in,O
105,internal,O
105,timings,O
105,and,O
105,processes,O
105,to,O
105,reduce,O
105,operational,O
105,risks,O
105,.,O
105,Voluntarily,O
105,participating,O
105,in,O
105,2,O
105,projects,O
105,.,O
105,i,O
105,),O
105,SDIC,O
105,-,O
105,SL,O
105,softcopy,O
105,recon,O
105,-,O
105,to,O
105,assist,O
105,commercial,O
105,team,O
105,in,O
105,reconcile,O
105,their,O
105,accounts,O
105,in,O
105,preparation,O
105,for,O
105,Singapore,O
105,Deposit,O
105,Insurance,O
105,Scheme,O
105,rollout,O
105,.,O
105,ii,O
105,),O
105,GBS,O
105,to,O
105,GPP,O
105,upgrade,O
105,(,O
105,Migration,O
105,of,O
105,data,O
105,between,O
105,operating,O
105,systems,O
105,),O
105,.,O
105,This,O
105,involves,O
105,migration,O
105,of,O
105,DDA,O
105,mandates,O
105,wave,O
105,by,O
105,wave,O
105,from,O
105,GBS,O
105,and,O
105,source,O
105,documents,O
105,and,O
105,manually,O
105,input,O
105,them,O
105,into,O
105,GPP,O
105,.,O
105,This,O
105,involves,O
105,attending,O
105,meetings,O
105,to,O
105,understand,O
105,the,O
105,broad,O
105,implications,O
105,on,O
105,how,O
105,STP,O
105,and,O
105,GPP,O
105,-,O
105,GBS,O
105,integrated,O
105,systems,O
105,affect,O
105,different,O
105,lines,O
105,of,O
105,businesses,O
105,.,O
105,iii,O
105,),O
105,Proficiency,O
105,in,O
105,Excel,O
105,allowed,O
105,me,O
105,to,O
105,introduce,O
105,excel,O
105,functions,O
105,to,O
105,reduce,O
105,repetitive,O
105,processes,O
105,in,O
105,Manuel,O
105,DDA,O
105,migration,O
105,CPF,O
105,Board,O
105,Administrative,O
105,Assistant,O
105,(,O
105,MSH,O
105,ops,O
105,),O
105,May,O
105,2015-July,O
105,2015,O
105,My,O
105,job,O
105,scope,O
105,entails,O
105,the,O
105,sharing,O
105,of,O
105,roles,O
105,and,O
105,responsibilities,O
105,with,O
105,other,O
105,executive,O
105,officers,O
105,.,O
105,This,O
105,includes,O
105,Processing,O
105,approval,O
105,and,O
105,rejection,O
105,of,O
105,applications,O
105,for,O
105,MediShield,O
105,coverage,O
105,Conduct,O
105,transactions,O
105,with,O
105,regards,O
105,to,O
105,the,O
105,MediShield,O
105,Scheme,O
105,Drafting,O
105,letters,O
105,and,O
105,sending,O
105,them,O
105,out,O
105,to,O
105,CPF,O
105,members,O
105,and,O
105,liaise,O
105,with,O
105,them,O
105,over,O
105,phone,O
105,for,O
105,approval,O
105,/,O
105,rejection,O
105,of,O
105,forms,O
105,and,O
105,applications,O
105,.,O
105,Batching,O
105,of,O
105,applications,O
105,and,O
105,forms,O
105,and,O
105,sending,O
105,them,O
105,out,O
105,for,O
105,data,O
105,entry,O
105,.,O
105,Liaising,O
105,with,O
105,Companies,O
105,with,O
105,Integrated,O
105,Plan,O
105,coverage,O
105,and,O
105,communicating,O
105,with,O
105,them,O
105,for,O
105,approval,O
105,of,O
105,opt,O
105,out,O
105,/,O
105,termination,O
105,of,O
105,MediShield,O
105,Coverage,O
105,Nordic,O
105,Flow,O
105,Control,O
105,Pte,O
105,Ltd,O
105,Accounts,O
105,assistant,O
105,Nov2013,O
105,-,O
105,Dec2013,O
105,Filing,O
105,and,O
105,sorting,O
105,of,O
105,past,O
105,tax,O
105,invoices,O
105,delivery,O
105,orders,O
105,purchase,O
105,orders,O
105,in,O
105,chronological,O
105,order,O
105,in,O
105,preparation,O
105,for,O
105,audit,O
105,Keying,O
105,in,O
105,purchase,O
105,orders,O
105,delivery,O
105,orders,O
105,tax,O
105,invoices,O
105,shipping,O
105,bills,O
105,airway,O
105,bills,O
105,goods,O
105,receipt,O
105,number,O
105,into,O
105,the,O
105,company,O
105,enterprise,O
105,resource,O
105,planning,O
105,system,O
105,Tallying,O
105,statement,O
105,of,O
105,accounts,O
105,sent,O
105,over,O
105,by,O
105,other,O
105,companies,O
105,to,O
105,ensure,O
105,there,O
105,are,O
105,no,O
105,outstanding,O
105,amounts,O
105,to,O
105,be,O
105,paid,O
105,Preparation,O
105,of,O
105,payment,O
105,vouchers,O
105,and,O
105,cheques,O
105,to,O
105,be,O
105,sent,O
105,out,O
105,to,O
105,payees,O
105,and,O
105,liaising,O
105,with,O
105,payee,O
105,company,O
105,on,O
105,method,O
105,of,O
105,delivery,O
105,Tally,O
105,bank,O
105,statements,O
105,with,O
105,the,O
105,accounts,O
105,ledger,O
105,and,O
105,ensure,O
105,there,O
105,is,O
105,no,O
105,discrepancy,O
105,in,O
105,payment,O
105,OCBC,O
105,Limited,O
105,Singapore,O
105,Bank,O
105,admin,O
105,processor,O
105,Loan,O
105,Operations,O
105,Department,O
105,August,O
105,2012,O
105,-,O
105,December,O
105,2012,O
105,Reorganising,O
105,specimen,O
105,cards,O
105,in,O
105,structured,O
105,order,O
105,and,O
105,compiling,O
105,an,O
105,excel,O
105,listing,O
105,to,O
105,facilitate,O
105,reconciliation,O
105,with,O
105,images,O
105,Scan,O
105,index,O
105,and,O
105,store,O
105,hire,O
105,purchase,O
105,documents,O
105,that,O
105,are,O
105,to,O
105,be,O
105,archived,O
105,Teach,O
105,new,O
105,interns,O
105,about,O
105,the,O
105,documentation,O
105,process,O
105,of,O
105,hire,O
105,purchase,O
105,agreements,O
105,Vetting,O
105,approving,O
105,and,O
105,rejecting,O
105,incoming,O
105,applications,O
105,for,O
105,inter,O
105,-,O
105,bank,O
105,Giro,O
105,financing,O
105,from,O
105,clients,O
105,Drafting,O
105,and,O
105,sending,O
105,of,O
105,rejection,O
105,letters,O
105,to,O
105,end,O
105,customers,O
105,Involved,O
105,in,O
105,project,O
105,ALPS,O
105,to,O
105,convert,O
105,existing,O
105,and,O
105,new,O
105,car,O
105,financing,O
105,customers,O
105,from,O
105,non,O
105,-,O
105,automated,O
105,repayment,O
105,modes,O
105,to,O
105,GIRO,O
105,DDA,O
105,and,O
105,Internet,O
105,Banking,O
105,Arvato,O
105,Bertelsmann,O
105,Agreements,O
105,Processor,O
105,April,O
105,2012,O
105,-,O
105,July,O
105,2012,O
105,Implemented,O
105,Dual,O
105,level,O
105,maker,O
105,-,O
105,checker,O
105,system,O
105,to,O
105,prevent,O
105,SOX,O
105,errors,O
105,.,O
105,Making,O
105,regular,O
105,correspondence,O
105,with,O
105,end,O
105,customers,O
105,channel,O
105,partners,O
105,and,O
105,re,O
105,-,O
105,sellers,O
105,all,O
105,over,O
105,Asia,O
105,region,O
105,through,O
105,Microsoft,O
105,'s,O
105,internal,O
105,email,O
105,system,O
105,Proficiency,O
105,in,O
105,Mandarin,O
105,allowed,O
105,me,O
105,to,O
105,tackle,O
105,contracts,O
105,that,O
105,are,O
105,in,O
105,Traditional,O
105,Chinese,O
105,(,O
105,Taiwan,O
105,),O
105,and,O
105,Modern,O
105,Standard,O
105,Chinese,O
105,(,O
105,People,O
105,'s,O
105,Republic,O
105,of,O
105,China,O
105,Hong,O
105,Kong,O
105,),O
105,without,O
105,difficulty,O
105,.,O
105,It,O
105,also,O
105,enabled,O
105,me,O
105,to,O
105,communicate,O
105,with,O
105,re,O
105,-,O
105,sellers,O
105,and,O
105,channel,O
105,partners,O
105,via,O
105,email,O
105,Singapore,O
105,Armed,O
105,Forces,O
105,Assistant,O
105,Chief,O
105,Clerk,O
105,Mar,O
105,2010-Mar,O
105,2012,O
105,I,O
105,demonstrated,O
105,leadership,O
105,skills,O
105,and,O
105,physical,O
105,ability,O
105,during,O
105,Basic,O
105,Military,O
105,Training,O
105,and,O
105,was,O
105,sent,O
105,to,O
105,Specialist,O
105,Cadet,O
105,School,O
105,and,O
105,posted,O
105,in,O
105,the,O
105,infantry,O
105,vocation,O
105,and,O
105,subsequently,O
105,to,O
105,5,O
105,SIR,O
105,.,O
105,I,O
105,was,O
105,assigned,O
105,the,O
105,position,O
105,of,O
105,Assistant,O
105,Chief,O
105,Clerk,O
105,in,O
105,the,O
105,S1,O
105,Manpower,O
105,Branch,O
105,.,O
105,Demonstrated,O
105,ability,O
105,to,O
105,pick,O
105,up,O
105,the,O
105,tasks,O
105,and,O
105,responsibilities,O
105,independently,O
105,Generation,O
105,of,O
105,daily,O
105,Routine,O
105,orders,O
105,and,O
105,reports,O
105,specific,O
105,to,O
105,the,O
105,military,O
105,Managed,O
105,a,O
105,10,O
105,-,O
105,12,O
105,man,O
105,team,O
105,of,O
105,administrative,O
105,assistants,O
105,Well,O
105,experienced,O
105,in,O
105,Microsoft,O
105,Office,O
105,Word,O
105,PowerPoint,O
105,and,O
105,Excel,O
105,Planning,O
105,of,O
105,monthly,O
105,duty,O
105,rosters,O
105,and,O
105,managing,O
105,last,O
105,minute,O
105,changes,O
105,Achieved,O
105,98.5,O
105,%,O
105,for,O
105,the,O
105,Manpower,O
105,Audit,O
105,with,O
105,respect,O
105,to,O
105,the,O
105,S1,O
105,Branch,O
105,in,O
105,preparation,O
105,for,O
105,ATEC,O
105,Data,O
105,entry,O
105,for,O
105,matters,O
105,specific,O
105,to,O
105,the,O
105,military,O
106,Winnie,B-NAME
106,GANG,I-NAME
106,Tang,I-NAME
106,(,B-PHONE
106,+65,I-PHONE
106,),I-PHONE
106,3123,I-PHONE
106,6936,I-PHONE
106,Winnie_gangtangl@hotmail.com,B-EMAIL
106,16,B-DOB
106,September,I-DOB
106,1993,I-DOB
106,Singapore,B-NATIONALITY
106,Citizen,O
106,More,O
106,than,O
106,six,O
106,years,O
106,of,O
106,experience,O
106,in,O
106,corporate,O
106,finance,O
106,market,O
106,research,O
106,and,O
106,compliance,O
106,/,O
106,due,O
106,diligence,O
106,work,O
106,supporting,O
106,professionals,O
106,in,O
106,the,O
106,banking,O
106,and,O
106,financial,O
106,industry,O
106,;,O
106,mainly,O
106,dealt,O
106,with,O
106,Mergers,O
106,&,O
106,Acquisitions,O
106,IPOs,O
106,Valuation,O
106,and,O
106,Due,O
106,Diligence,O
106,fields,O
106,of,O
106,work,O
106,.,O
106,Possesses,O
106,wide,O
106,knowledge,O
106,in,O
106,various,O
106,industries,O
106,and,O
106,compliance,O
106,/,O
106,AML,O
106,.,O
106,Looking,O
106,to,O
106,leverage,O
106,my,O
106,knowledge,O
106,and,O
106,experience,O
106,in,O
106,my,O
106,next,O
106,career,O
106,progression,O
106,.,O
106,Professional,O
106,Experiences,O
106,Ernst,O
106,&,O
106,young,O
106,Singapore,O
106,Senior,O
106,Consultant,O
106,Strategy,O
106,&,O
106,Transformation,O
106,;,O
106,March,O
106,2016-,O
106,Present,O
106,Actively,O
106,involved,O
106,in,O
106,business,O
106,development,O
106,activities,O
106,including,O
106,development,O
106,of,O
106,proposals,O
106,and,O
106,presentations,O
106,for,O
106,various,O
106,industries,O
106,including,O
106,Healthcare,O
106,Consumers,O
106,Financial,O
106,Services,O
106,Developed,O
106,growth,O
106,and,O
106,market,O
106,entry,O
106,strategies,O
106,and,O
106,produced,O
106,high,O
106,quality,O
106,commercial,O
106,due,O
106,diligence,O
106,studies,O
106,.,O
106,Conducted,O
106,strategic,O
106,portfolio,O
106,reviews,O
106,merger,O
106,integration,O
106,and,O
106,divestment,O
106,services,O
106,Seconded,O
106,to,O
106,a,O
106,European,O
106,bank,O
106,for,O
106,post,O
106,-,O
106,deal,O
106,merger,O
106,&,O
106,acquisition,O
106,of,O
106,a,O
106,wealth,O
106,management,O
106,businesses,O
106,of,O
106,a,O
106,global,O
106,bank,O
106,in,O
106,Singapore,O
106,and,O
106,Hong,O
106,Kong,O
106,to,O
106,perform,O
106,the,O
106,Legal,O
106,&,O
106,Compliance,O
106,function,O
106,of,O
106,a,O
106,post,O
106,-,O
106,merger,O
106,integration,O
106,.,O
106,Worked,O
106,alongside,O
106,internal,O
106,and,O
106,external,O
106,legal,O
106,counsels,O
106,compliance,O
106,and,O
106,financial,O
106,crime,O
106,senior,O
106,executives,O
106,.,O
106,Role,O
106,involved,O
106,identifying,O
106,risks,O
106,and,O
106,gaps,O
106,as,O
106,well,O
106,as,O
106,thorough,O
106,coordination,O
106,among,O
106,stakeholders,O
106,Key,O
106,member,O
106,in,O
106,a,O
106,Private,O
106,Equity,O
106,carve,O
106,-,O
106,out,O
106,project,O
106,and,O
106,was,O
106,involved,O
106,in,O
106,leading,O
106,and,O
106,analysis,O
106,of,O
106,Rfps,O
106,Key,O
106,member,O
106,in,O
106,a,O
106,Buy,O
106,-,O
106,side,O
106,operational,O
106,due,O
106,diligence,O
106,of,O
106,a,O
106,Target,O
106,insurance,O
106,company,O
106,in,O
106,Malaysia,O
106,.,O
106,Performed,O
106,Operational,O
106,Due,O
106,Diligence,O
106,Human,O
106,Resource,O
106,Due,O
106,Diligence,O
106,and,O
106,integration,O
106,considerations,O
106,and,O
106,timelines,O
106,Key,O
106,member,O
106,in,O
106,a,O
106,market,O
106,entry,O
106,strategy,O
106,project,O
106,for,O
106,non,O
106,-,O
106,life/,O
106,general,O
106,insurance,O
106,sector,O
106,in,O
106,Vietnam,O
106,.,O
106,Involved,O
106,in,O
106,data,O
106,gathering,O
106,analysis,O
106,storyboarding,O
106,and,O
106,creation,O
106,of,O
106,business,O
106,model,O
106,.,O
106,Managed,O
106,junior,O
106,members,O
106,in,O
106,the,O
106,team,O
106,.,O
106,Involved,O
106,in,O
106,the,O
106,high,O
106,level,O
106,organizational,O
106,strategy,O
106,for,O
106,a,O
106,global,O
106,investment,O
106,firm,O
106,.,O
106,Key,O
106,member,O
106,in,O
106,an,O
106,emerging,O
106,digital,O
106,strategy,O
106,for,O
106,a,O
106,leading,O
106,payments,O
106,and,O
106,technology,O
106,firm,O
106,based,O
106,in,O
106,Singapore,O
106,Prepared,O
106,sell,O
106,-,O
106,side,O
106,Information,O
106,Memorandum,O
106,(,O
106,IM,O
106,),O
106,and,O
106,teaser,O
106,for,O
106,an,O
106,international,O
106,well,O
106,-,O
106,known,O
106,general,O
106,insurer,O
106,in,O
106,Thailand,O
106,JP,O
106,Morgan,O
106,Chase,O
106,&,O
106,Co,O
106,Singapore,O
106,Due,O
106,Diligence,O
106,Analyst,O
106,(,O
106,Associate,O
106,),O
106,July,O
106,2014,O
106,March,O
106,2016,O
106,Good,O
106,knowledge,O
106,of,O
106,policies,O
106,and,O
106,procedures,O
106,including,O
106,KYC,O
106,processes,O
106,and,O
106,MAS,O
106,Notice,O
106,626,O
106,Heavily,O
106,involved,O
106,in,O
106,the,O
106,setting,O
106,up,O
106,of,O
106,the,O
106,Chinese,O
106,desk,O
106,(,O
106,Go,O
106,-,O
106,Live,O
106,in,O
106,July,O
106,2015,O
106,),O
106,a,O
106,strategic,O
106,move,O
106,which,O
106,reduced,O
106,costs,O
106,of,O
106,>,O
106,USD1million,O
106,annually,O
106,for,O
106,the,O
106,firm,O
106,.,O
106,Worked,O
106,with,O
106,other,O
106,business,O
106,functions,O
106,to,O
106,actively,O
106,improve,O
106,internal,O
106,processes,O
106,and,O
106,research,O
106,procedures,O
106,Subject,O
106,Matter,O
106,Expert,O
106,in,O
106,research,O
106,and,O
106,procedures,O
106,including,O
106,the,O
106,Chinese,O
106,desk,O
106,.,O
106,Appointed,O
106,Trainer,O
106,Role,O
106,to,O
106,be,O
106,in,O
106,charge,O
106,of,O
106,in,O
106,-,O
106,house,O
106,training,O
106,programs,O
106,Review,O
106,of,O
106,due,O
106,diligence,O
106,reports,O
106,and,O
106,ensuring,O
106,accuracy,O
106,and,O
106,quality,O
106,of,O
106,information,O
106,Research,O
106,documentation,O
106,and,O
106,analysis,O
106,of,O
106,background,O
106,information,O
106,on,O
106,prospective,O
106,and,O
106,existing,O
106,clients,O
106,from,O
106,external,O
106,vendors,O
106,and,O
106,public,O
106,record,O
106,databases,O
106,including,O
106,Worldcheck,O
106,Factiva,O
106,LexisNexis,O
106,and,O
106,Bridger,O
106,etc,O
106,for,O
106,the,O
106,Client,O
106,On,O
106,-,O
106,Boarding,O
106,team,O
106,.,O
106,Research,O
106,includes,O
106,:,O
106,Sanctions,O
106,PEP,O
106,Negative,O
106,Media,O
106,and,O
106,Court,O
106,Records,O
106,Properly,O
106,identifying,O
106,risks,O
106,and,O
106,escalating,O
106,high,O
106,risk,O
106,findings,O
106,(,O
106,e.g.,O
106,High,O
106,Risk,O
106,Jurisdictions,O
106,and,O
106,SDN,O
106,/,O
106,OFAC,O
106,matches,O
106,),O
106,to,O
106,Senior,O
106,Management,O
106,Converging,O
106,Knowledge,O
106,Pte,O
106,Ltd,O
106,Research,O
106,Associate,O
106,May,O
106,2011,O
106,July,O
106,2014,O
106,Performed,O
106,research,O
106,on,O
106,Macro,O
106,and,O
106,Micro,O
106,levels,O
106,[,O
106,economy,O
106,country,O
106,industry,O
106,and,O
106,market,O
106,level,O
106,],O
106,to,O
106,provide,O
106,insights,O
106,of,O
106,Target,O
106,industries,O
106,and,O
106,trends,O
106,;,O
106,Identify,O
106,opportunities,O
106,and,O
106,potential,O
106,areas,O
106,of,O
106,development,O
106,and,O
106,growth,O
106,;,O
106,Profiled,O
106,target,O
106,companies,O
106,for,O
106,acquisition,O
106,and,O
106,ascertained,O
106,initial,O
106,availability,O
106,for,O
106,acquisition,O
106,;,O
106,Supported,O
106,clients,O
106,in,O
106,research,O
106,of,O
106,selected,O
106,industries,O
106,deal,O
106,transactions,O
106,history,O
106,similar,O
106,industry,O
106,comparable,O
106,and,O
106,practices,O
106,for,O
106,valuation,O
106,purposes,O
106,;,O
106,Performed,O
106,financial,O
106,analysis,O
106,and,O
106,modeling,O
106,such,O
106,as,O
106,ratios,O
106,analysis,O
106,and,O
106,forecasts,O
106,;,O
106,Performed,O
106,review,O
106,of,O
106,strategies,O
106,adopted,O
106,by,O
106,leading,O
106,players,O
106,in,O
106,specified,O
106,sectors,O
106,and,O
106,development,O
106,of,O
106,case,O
106,studies,O
106,used,O
106,for,O
106,strategic,O
106,development,O
106,;,O
106,Drafted,O
106,of,O
106,business,O
106,overview,O
106,section,O
106,of,O
106,the,O
106,IPO,O
106,prospectuses,O
106,and,O
106,preparation,O
106,of,O
106,materials,O
106,requirement,O
106,for,O
106,public,O
106,listing,O
106,or,O
106,fund,O
106,raising,O
106,;,O
106,Conducted,O
106,checks,O
106,on,O
106,track,O
106,records,O
106,reputation,O
106,and,O
106,red,O
106,flags,O
106,to,O
106,ascertain,O
106,credibility,O
106,of,O
106,individuals,O
106,and,O
106,companies,O
106,in,O
106,Asia,O
106,;,O
106,Conducted,O
106,credit,O
106,reviews,O
106,directorships,O
106,checks,O
106,and,O
106,assets,O
106,tracing,O
106,(,O
106,Due,O
106,Diligence,O
106,),O
106,;,O
106,including,O
106,uncovering,O
106,source,O
106,of,O
106,wealth,O
106,corporate,O
106,structures,O
106,(,O
106,both,O
106,onshore,O
106,&,O
106,offshore,O
106,),O
106,;,O
106,Good,O
106,knowledge,O
106,of,O
106,official,O
106,filings,O
106,and,O
106,documentations,O
106,for,O
106,individuals,O
106,and,O
106,corporates,O
106,;,O
106,and,O
106,Carried,O
106,out,O
106,interviews,O
106,with,O
106,relevant,O
106,government,O
106,bodies,O
106,associations,O
106,senior,O
106,executives,O
106,in,O
106,companies,O
106,and,O
106,organizations,O
106,to,O
106,gather,O
106,information,O
106,and,O
106,insights,O
106,Education,O
106,University,O
106,of,O
106,London,O
106,(,O
106,singapore,O
106,institute,O
106,of,O
106,Management,O
106,),O
106,Graduated,O
106,2014,O
106,with,O
106,2nd,O
106,Upper,O
106,Honors,O
106,in,O
106,Banking,O
106,and,O
106,Finance,O
106,Murdoch,O
106,University,O
106,(,O
106,KAPlan,O
106,singapore,O
106,),O
106,Graduated,O
106,2011,O
106,with,O
106,Double,O
106,Majors,O
106,in,O
106,Psychology,O
106,and,O
106,Marketing,O
106,Management,O
106,(,O
106,Distinction,O
106,),O
106,Ngee,O
106,ann,O
106,Polytechnic,O
106,Graduated,O
106,2008,O
106,with,O
106,Diploma,O
106,in,O
106,Chinese,O
106,Studies,O
106,(,O
106,GPA,O
106,3.27,O
106,out,O
106,of,O
106,4,O
106,),O
106,Achievements,O
106,SENIOR,O
106,CONSULTANT,O
106,AT,O
106,ERNST,O
106,&,O
106,YOUNG,O
106,Consistent,O
106,high,O
106,-,O
106,performer,O
106,with,O
106,above,O
106,-,O
106,average,O
106,project,O
106,ratings,O
106,DUE,O
106,DILIGENCE,O
106,ANALYST,O
106,(,O
106,ASSOCIATE,O
106,),O
106,AT,O
106,JP,O
106,MORGAN,O
106,CHASE,O
106,&,O
106,CO,O
106,Main,O
106,Subject,O
106,Matter,O
106,Expert,O
106,(,O
106,SME,O
106,),O
106,in,O
106,establishing,O
106,the,O
106,specialized,O
106,Chinese,O
106,Desk,O
106,Involved,O
106,in,O
106,generation,O
106,of,O
106,a,O
106,new,O
106,operating,O
106,model,O
106,and,O
106,projects,O
106,management,O
106,Achieved,O
106,recognition,O
106,in,O
106,global,O
106,department,O
106,and,O
106,featured,O
106,in,O
106,global,O
106,newsletter,O
106,;,O
106,consistently,O
106,a,O
106,high,O
106,performer,O
106,RESEARCH,O
106,ASSOCIATE,O
106,AT,O
106,CONVERGING,O
106,KNOWLEDGE,O
106,PTE,O
106,LTD,O
106,Involved,O
106,in,O
106,several,O
106,Independent,O
106,Market,O
106,Research,O
106,for,O
106,successful,O
106,IPO,O
106,listings,O
106,on,O
106,Singapore,O
106,and,O
106,Malaysia,O
106,Stock,O
106,Exchanges,O
106,(,O
106,variety,O
106,of,O
106,industries,O
106,),O
106,Involved,O
106,in,O
106,the,O
106,write,O
106,-,O
106,up,O
106,of,O
106,Circulars,O
106,and,O
106,Announcements,O
106,for,O
106,listed,O
106,companies,O
106,on,O
106,Singapore,O
106,Stock,O
106,Exchange,O
106,Involved,O
106,in,O
106,research,O
106,that,O
106,led,O
106,to,O
106,a,O
106,successful,O
106,acquisition,O
106,of,O
106,a,O
106,major,O
106,player,O
106,in,O
106,the,O
106,Malaysia,O
106,Apparel,O
106,Industry,O
106,Additional,O
106,Skills,O
106,Proficient,O
106,in,O
106,Microsoft,O
106,Office,O
106,Proficient,O
106,in,O
